state,to_move,layer,P(X wins),P(O wins),P(draws)
1001-100-10,X,4,0.5833333333333333,0.4166666666666667,0.0
1001-1000-1,X,4,0.6666666666666667,0.2333333333333333,0.1
10010-1-100,X,4,0.5333333333333333,0.26666666666666666,0.19999999999999998
10010-10-10,X,4,0.8666666666666668,0.13333333333333333,0.0
10010-100-1,X,4,0.5833333333333333,0.3166666666666667,0.1
100100-1-10,X,4,0.4666666666666666,0.5333333333333333,0.0
100100-10-1,X,4,0.26666666666666666,0.5333333333333333,0.2
1001000-1-1,X,4,0.6,0.4,0.0
101-1-10000,X,4,0.5833333333333333,0.31666666666666665,0.1
101-10-1000,X,4,0.7500000000000001,0.25,0.0
101-100-100,X,4,0.8333333333333334,0.06666666666666667,0.1
101-1000-10,X,4,0.8666666666666666,0.13333333333333333,0.0
101-10000-1,X,4,0.7333333333333334,0.06666666666666667,0.2
1010-1-1000,X,4,0.5833333333333333,0.31666666666666665,0.1
1010-10-100,X,4,0.6666666666666666,0.13333333333333333,0.19999999999999998
1010-100-10,X,4,0.6,0.4,0.0
1010-1000-1,X,4,0.6666666666666666,0.13333333333333333,0.2
10100-1-100,X,4,0.7333333333333334,0.06666666666666667,0.19999999999999998
10100-10-10,X,4,0.8666666666666668,0.13333333333333333,0.0
10100-100-1,X,4,0.8333333333333334,0.06666666666666667,0.1
101000-1-10,X,4,0.6833333333333333,0.31666666666666665,0.0
101000-10-1,X,4,0.45,0.25,0.3
1010000-1-1,X,4,0.6833333333333333,0.31666666666666665,0.0
11-1-100000,X,4,0.4333333333333333,0.26666666666666666,0.3
11-10-10000,X,4,0.2333333333333333,0.5666666666666667,0.19999999999999998
11-100-1000,X,4,0.4666666666666666,0.5333333333333333,0.0
11-1000-100,X,4,0.4333333333333333,0.5666666666666667,0.0
11-10000-10,X,4,0.5333333333333333,0.26666666666666666,0.19999999999999998
11-100000-1,X,4,0.26666666666666666,0.5333333333333334,0.19999999999999998
110-1-10000,X,4,0.45,0.35,0.19999999999999998
110-10-1000,X,4,0.6833333333333333,0.31666666666666665,0.0
110-100-100,X,4,0.8333333333333334,0.16666666666666666,0.0
110-1000-10,X,4,0.7333333333333334,0.06666666666666667,0.19999999999999998
110-10000-1,X,4,0.6666666666666666,0.13333333333333333,0.19999999999999998
1100-1-1000,X,4,0.5833333333333333,0.41666666666666663,0.0
1100-10-100,X,4,0.5333333333333332,0.4666666666666667,0.0
1100-100-10,X,4,0.7333333333333334,0.16666666666666666,0.1
1100-1000-1,X,4,0.6666666666666666,0.2333333333333333,0.1
11000-1-100,X,4,0.7666666666666668,0.23333333333333334,0.0
11000-10-10,X,4,0.8666666666666668,0.13333333333333333,0.0
11000-100-1,X,4,0.6,0.4,0.0
110000-1-10,X,4,0.65,0.35,0.0
110000-10-1,X,4,0.5833333333333333,0.41666666666666663,0.0
1100000-1-1,X,4,0.5833333333333333,0.31666666666666665,0.1
-1-10000111,O,5,1.0,0.0,0.0
-1-10001011,O,5,0.5,0.5,0.0
-1-10001101,O,5,0.5,0.5,0.0
-1-10001110,O,5,0.4166666666666667,0.5833333333333334,0.0
-1-10010011,O,5,0.25,0.5833333333333334,0.16666666666666666
-1-10010101,O,5,0.5833333333333334,0.4166666666666667,0.0
-1-10010110,O,5,0.5833333333333334,0.4166666666666667,0.0
-1-10011001,O,5,0.5,0.5,0.0
-1-10011010,O,5,0.41666666666666663,0.5833333333333333,0.0
-1-10011100,O,5,0.5833333333333334,0.4166666666666667,0.0
-1-10100011,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
-1-10100101,O,5,0.4166666666666667,0.5833333333333334,0.0
-1-10100110,O,5,0.4166666666666667,0.5833333333333334,0.0
-1-10101001,O,5,0.5,0.5,0.0
-1-10101010,O,5,0.4166666666666667,0.5833333333333333,0.0
-1-10101100,O,5,0.25,0.75,0.0
-1-10110001,O,5,0.41666666666666663,0.4166666666666667,0.16666666666666666
-1-10110010,O,5,0.41666666666666663,0.4166666666666667,0.16666666666666666
-1-10110100,O,5,0.5833333333333334,0.4166666666666667,0.0
-1-10111000,O,5,1.0,0.0,0.0
-1-11000011,O,5,0.75,0.08333333333333333,0.16666666666666666
-1-11000101,O,5,0.9166666666666667,0.08333333333333333,0.0
-1-11000110,O,5,0.8333333333333333,0.16666666666666666,0.0
-1-11001001,O,5,1.0,0.0,0.0
-1-11001010,O,5,0.75,0.25,0.0
-1-11001100,O,5,0.75,0.25,0.0
-1-11010001,O,5,0.75,0.08333333333333333,0.16666666666666666
-1-11010010,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-1-11010100,O,5,1.0,0.0,0.0
-1-11011000,O,5,0.9166666666666667,0.08333333333333333,0.0
-1-11100001,O,5,0.75,0.08333333333333333,0.16666666666666666
-1-11100010,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-1-11100100,O,5,0.6666666666666666,0.3333333333333333,0.0
-1-11101000,O,5,0.75,0.25,0.0
-1-11110000,O,5,0.8333333333333333,0.0,0.16666666666666666
-10-1000111,O,5,1.0,0.0,0.0
-10-1001011,O,5,0.25,0.75,0.0
-10-1001101,O,5,0.25,0.4166666666666667,0.3333333333333333
-10-1001110,O,5,0.4166666666666667,0.5833333333333334,0.0
-10-1010011,O,5,0.5,0.5,0.0
-10-1010101,O,5,0.25,0.4166666666666667,0.3333333333333333
-10-1010110,O,5,0.5,0.5,0.0
-10-1011001,O,5,0.25,0.5833333333333333,0.16666666666666666
-10-1011010,O,5,0.5,0.5,0.0
-10-1011100,O,5,0.41666666666666663,0.4166666666666667,0.16666666666666666
-10-1100011,O,5,0.4166666666666667,0.5833333333333334,0.0
-10-1100101,O,5,0.25,0.4166666666666667,0.3333333333333333
-10-1100110,O,5,0.25,0.75,0.0
-10-1101001,O,5,0.25,0.5833333333333333,0.16666666666666666
-10-1101010,O,5,0.25,0.75,0.0
-10-1101100,O,5,0.25,0.5833333333333333,0.16666666666666666
-10-1110001,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
-10-1110010,O,5,0.5,0.5,0.0
-10-1110100,O,5,0.25,0.5833333333333333,0.16666666666666666
-10-1111000,O,5,1.0,0.0,0.0
-100-100111,O,5,1.0,0.0,0.0
-100-101011,O,5,0.5,0.5,0.0
-100-101101,O,5,0.75,0.08333333333333333,0.16666666666666666
-100-101110,O,5,0.75,0.25,0.0
-100-110011,O,5,0.5,0.5,0.0
-100-110101,O,5,0.75,0.08333333333333333,0.16666666666666666
-100-110110,O,5,0.9166666666666667,0.08333333333333333,0.0
-100-111001,O,5,0.25,0.5833333333333333,0.16666666666666666
-100-111010,O,5,0.41666666666666663,0.5833333333333333,0.0
-100-111100,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-1000-10111,O,5,1.0,0.0,0.0
-1000-11011,O,5,0.6666666666666667,0.3333333333333333,0.0
-1000-11101,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-1000-11110,O,5,0.41666666666666663,0.5833333333333333,0.0
-10000-1111,O,5,1.0,0.0,0.0
-100001-111,O,5,0.25,0.75,0.0
-1000011-11,O,5,0.41666666666666663,0.24999999999999997,0.3333333333333333
-10000111-1,O,5,0.3333333333333333,0.6666666666666666,0.0
-10001-1011,O,5,0.6666666666666667,0.16666666666666666,0.16666666666666666
-10001-1101,O,5,0.75,0.08333333333333333,0.16666666666666666
-10001-1110,O,5,0.8333333333333334,0.16666666666666666,0.0
-100010-111,O,5,0.25,0.5833333333333333,0.16666666666666666
-1000101-11,O,5,0.5,0.16666666666666666,0.3333333333333333
-10001011-1,O,5,0.75,0.24999999999999997,0.0
-100011-101,O,5,0.5,0.5,0.0
-100011-110,O,5,0.5,0.5,0.0
-1000110-11,O,5,0.6666666666666667,0.16666666666666666,0.16666666666666666
-10001101-1,O,5,0.8333333333333334,0.16666666666666666,0.0
-1000111-10,O,5,0.75,0.08333333333333333,0.16666666666666666
-10001110-1,O,5,0.9166666666666667,0.08333333333333333,0.0
-1001-10011,O,5,0.5833333333333334,0.25,0.16666666666666666
-1001-10101,O,5,0.41666666666666663,0.25,0.3333333333333333
-1001-10110,O,5,0.41666666666666663,0.5833333333333333,0.0
-1001-11001,O,5,0.41666666666666663,0.41666666666666663,0.16666666666666666
-1001-11010,O,5,0.16666666666666666,0.8333333333333333,0.0
-1001-11100,O,5,0.0,0.8333333333333333,0.16666666666666666
-10010-1011,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-10010-1101,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-10010-1110,O,5,0.5833333333333334,0.41666666666666663,0.0
-100100-111,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-1001001-11,O,5,0.16666666666666666,0.3333333333333333,0.5
-10010011-1,O,5,0.16666666666666666,0.8333333333333333,0.0
-100101-101,O,5,0.75,0.25,0.0
-100101-110,O,5,0.5833333333333334,0.41666666666666663,0.0
-1001010-11,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-10010101-1,O,5,0.41666666666666663,0.5833333333333334,0.0
-1001011-10,O,5,0.41666666666666663,0.41666666666666663,0.16666666666666666
-10010110-1,O,5,0.41666666666666663,0.5833333333333334,0.0
-10011-1001,O,5,0.3333333333333333,0.16666666666666666,0.5
-10011-1010,O,5,0.5833333333333334,0.24999999999999997,0.16666666666666666
-10011-1100,O,5,0.5,0.3333333333333333,0.16666666666666666
-100110-101,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-100110-110,O,5,0.75,0.08333333333333333,0.16666666666666666
-1001100-11,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-10011001-1,O,5,0.8333333333333334,0.16666666666666666,0.0
-1001101-10,O,5,0.75,0.08333333333333333,0.16666666666666666
-10011010-1,O,5,0.75,0.25,0.0
-100111-100,O,5,1.0,0.0,0.0
-1001110-10,O,5,1.0,0.0,0.0
-10011100-1,O,5,1.0,0.0,0.0
-101-100011,O,5,0.5,0.5,0.0
-101-100101,O,5,0.9166666666666667,0.08333333333333333,0.0
-101-100110,O,5,0.75,0.25,0.0
-101-101001,O,5,1.0,0.0,0.0
-101-101010,O,5,0.4166666666666667,0.5833333333333333,0.0
-101-101100,O,5,0.8333333333333333,0.16666666666666666,0.0
-101-110001,O,5,0.5833333333333334,0.4166666666666667,0.0
-101-110010,O,5,0.5833333333333334,0.4166666666666667,0.0
-101-110100,O,5,1.0,0.0,0.0
-101-111000,O,5,0.5833333333333334,0.4166666666666667,0.0
-1010-10011,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-1010-10101,O,5,0.6666666666666667,0.16666666666666666,0.16666666666666666
-1010-10110,O,5,0.41666666666666663,0.5833333333333333,0.0
-1010-11001,O,5,1.0,0.0,0.0
-1010-11010,O,5,0.41666666666666663,0.5833333333333333,0.0
-1010-11100,O,5,0.41666666666666663,0.5833333333333333,0.0
-10100-1011,O,5,0.41666666666666663,0.25,0.3333333333333333
-10100-1101,O,5,0.75,0.08333333333333333,0.16666666666666666
-10100-1110,O,5,0.75,0.25,0.0
-101000-111,O,5,0.25,0.4166666666666667,0.3333333333333333
-1010001-11,O,5,0.75,0.08333333333333333,0.16666666666666666
-10100011-1,O,5,0.5,0.49999999999999994,0.0
-101001-101,O,5,1.0,0.0,0.0
-101001-110,O,5,0.4166666666666667,0.5833333333333334,0.0
-1010010-11,O,5,1.0,0.0,0.0
-10100101-1,O,5,0.3333333333333333,0.6666666666666666,0.0
-1010011-10,O,5,0.75,0.25,0.0
-10100110-1,O,5,0.5,0.49999999999999994,0.0
-10101-1001,O,5,0.5,0.16666666666666666,0.3333333333333333
-10101-1010,O,5,0.75,0.08333333333333333,0.16666666666666666
-10101-1100,O,5,1.0,0.0,0.0
-101010-101,O,5,0.25,0.4166666666666667,0.3333333333333333
-101010-110,O,5,0.41666666666666663,0.4166666666666667,0.16666666666666666
-1010100-11,O,5,0.75,0.08333333333333333,0.16666666666666666
-10101001-1,O,5,0.9166666666666667,0.08333333333333333,0.0
-1010101-10,O,5,1.0,0.0,0.0
-10101010-1,O,5,1.0,0.0,0.0
-101011-100,O,5,0.5,0.5,0.0
-1010110-10,O,5,0.8333333333333334,0.16666666666666666,0.0
-10101100-1,O,5,0.75,0.24999999999999997,0.0
-1011-10001,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-1011-10010,O,5,0.3333333333333333,0.5,0.16666666666666666
-1011-10100,O,5,0.16666666666666666,0.6666666666666666,0.16666666666666666
-1011-11000,O,5,0.41666666666666663,0.5833333333333333,0.0
-10110-1001,O,5,0.3333333333333333,0.0,0.6666666666666666
-10110-1010,O,5,0.5,0.16666666666666666,0.3333333333333333
-10110-1100,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-101100-101,O,5,0.5,0.0,0.49999999999999994
-101100-110,O,5,0.5,0.16666666666666666,0.3333333333333333
-1011000-11,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-10110001-1,O,5,0.5,0.49999999999999994,0.0
-1011001-10,O,5,0.5,0.3333333333333333,0.16666666666666666
-10110010-1,O,5,0.5,0.49999999999999994,0.0
-101101-100,O,5,0.75,0.25,0.0
-1011010-10,O,5,0.6666666666666667,0.3333333333333333,0.0
-10110100-1,O,5,0.41666666666666663,0.5833333333333333,0.0
-10111-1000,O,5,0.6666666666666666,0.0,0.3333333333333333
-101110-100,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-1011100-10,O,5,0.75,0.08333333333333333,0.16666666666666666
-10111000-1,O,5,0.9166666666666667,0.08333333333333333,0.0
-11-1000011,O,5,0.75,0.25,0.0
-11-1000101,O,5,0.5,0.0,0.5
-11-1000110,O,5,0.75,0.25,0.0
-11-1001001,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-11-1001010,O,5,0.5833333333333334,0.41666666666666663,0.0
-11-1001100,O,5,0.5,0.16666666666666666,0.3333333333333333
-11-1010001,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-11-1010010,O,5,1.0,0.0,0.0
-11-1010100,O,5,0.5833333333333333,0.08333333333333333,0.3333333333333333
-11-1011000,O,5,0.75,0.08333333333333333,0.16666666666666666
-11-1100001,O,5,0.49999999999999994,0.16666666666666666,0.3333333333333333
-11-1100010,O,5,0.5833333333333334,0.41666666666666663,0.0
-11-1100100,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-11-1101000,O,5,0.5,0.3333333333333333,0.16666666666666666
-11-1110000,O,5,0.75,0.08333333333333333,0.16666666666666666
-110-100011,O,5,0.5,0.5,0.0
-110-100101,O,5,0.75,0.08333333333333333,0.16666666666666666
-110-100110,O,5,0.75,0.25,0.0
-110-101001,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
-110-101010,O,5,0.4166666666666667,0.5833333333333333,0.0
-110-101100,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-110-110001,O,5,0.4166666666666667,0.41666666666666663,0.16666666666666666
-110-110010,O,5,1.0,0.0,0.0
-110-110100,O,5,0.8333333333333333,0.0,0.16666666666666666
-110-111000,O,5,0.41666666666666663,0.4166666666666667,0.16666666666666666
-1100-10011,O,5,0.41666666666666663,0.41666666666666663,0.16666666666666666
-1100-10101,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-1100-10110,O,5,0.41666666666666663,0.5833333333333333,0.0
-1100-11001,O,5,0.5833333333333334,0.25,0.16666666666666666
-1100-11010,O,5,0.16666666666666666,0.8333333333333333,0.0
-1100-11100,O,5,0.3333333333333333,0.5,0.16666666666666666
-11000-1011,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-11000-1101,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-11000-1110,O,5,0.6666666666666667,0.3333333333333333,0.0
-110000-111,O,5,0.25,0.5833333333333333,0.16666666666666666
-1100001-11,O,5,0.3333333333333333,0.0,0.6666666666666666
-11000011-1,O,5,0.41666666666666663,0.5833333333333333,0.0
-110001-101,O,5,0.41666666666666663,0.5833333333333333,0.0
-110001-110,O,5,0.25,0.75,0.0
-1100010-11,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-11000101-1,O,5,0.41666666666666663,0.5833333333333333,0.0
-1100011-10,O,5,0.5,0.16666666666666666,0.3333333333333333
-11000110-1,O,5,0.5,0.49999999999999994,0.0
-11001-1001,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-11001-1010,O,5,1.0,0.0,0.0
-11001-1100,O,5,0.75,0.08333333333333333,0.16666666666666666
-110010-101,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
-110010-110,O,5,1.0,0.0,0.0
-1100100-11,O,5,0.3333333333333333,0.16666666666666666,0.49999999999999994
-11001001-1,O,5,1.0,0.0,0.0
-1100101-10,O,5,0.6666666666666666,0.0,0.3333333333333333
-11001010-1,O,5,0.9166666666666667,0.08333333333333333,0.0
-110011-100,O,5,0.5,0.5,0.0
-1100110-10,O,5,0.5833333333333334,0.24999999999999997,0.16666666666666666
-11001100-1,O,5,0.8333333333333334,0.16666666666666666,0.0
-1101-10001,O,5,0.3333333333333333,0.16666666666666666,0.5
-1101-10010,O,5,0.16666666666666666,0.6666666666666666,0.16666666666666666
-1101-10100,O,5,0.16666666666666666,0.5,0.3333333333333333
-1101-11000,O,5,0.16666666666666666,0.6666666666666666,0.16666666666666666
-11010-1001,O,5,0.3333333333333333,0.0,0.6666666666666666
-11010-1010,O,5,0.5833333333333334,0.25,0.16666666666666666
-11010-1100,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-110100-101,O,5,0.5,0.16666666666666666,0.3333333333333333
-110100-110,O,5,0.5,0.3333333333333333,0.16666666666666666
-1101000-11,O,5,0.3333333333333333,0.0,0.6666666666666666
-11010001-1,O,5,0.41666666666666663,0.5833333333333334,0.0
-1101001-10,O,5,0.3333333333333333,0.16666666666666666,0.5
-11010010-1,O,5,0.3333333333333333,0.6666666666666666,0.0
-110101-100,O,5,0.5833333333333334,0.4166666666666667,0.0
-1101010-10,O,5,0.5833333333333334,0.25,0.16666666666666666
-11010100-1,O,5,0.41666666666666663,0.5833333333333333,0.0
-11011-1000,O,5,0.5833333333333333,0.08333333333333333,0.3333333333333333
-110110-100,O,5,0.75,0.08333333333333333,0.16666666666666666
-1101100-10,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
-11011000-1,O,5,0.8333333333333334,0.16666666666666666,0.0
-111-100001,O,5,0.41666666666666663,0.5833333333333333,0.0
-111-100010,O,5,0.25,0.75,0.0
-111-100100,O,5,0.6666666666666666,0.3333333333333333,0.0
-111-101000,O,5,0.4166666666666667,0.5833333333333334,0.0
-111-110000,O,5,0.5833333333333334,0.4166666666666667,0.0
-1110-10001,O,5,0.41666666666666663,0.24999999999999997,0.3333333333333333
-1110-10010,O,5,0.0,0.8333333333333333,0.16666666666666666
-1110-10100,O,5,0.16666666666666666,0.6666666666666666,0.16666666666666666
-1110-11000,O,5,0.41666666666666663,0.5833333333333333,0.0
-11100-1001,O,5,0.16666666666666666,0.3333333333333333,0.5
-11100-1010,O,5,0.41666666666666663,0.41666666666666663,0.16666666666666666
-11100-1100,O,5,0.5,0.3333333333333333,0.16666666666666666
-111000-101,O,5,0.25,0.4166666666666667,0.3333333333333333
-111000-110,O,5,0.25,0.5833333333333333,0.16666666666666666
-1110000-11,O,5,0.5833333333333333,0.08333333333333333,0.3333333333333333
-11100001-1,O,5,0.41666666666666663,0.5833333333333333,0.0
-1110001-10,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
-11100010-1,O,5,0.5,0.49999999999999994,0.0
-111001-100,O,5,0.25,0.75,0.0
-1110010-10,O,5,0.5833333333333334,0.41666666666666663,0.0
-11100100-1,O,5,0.16666666666666666,0.8333333333333333,0.0
-11101-1000,O,5,0.75,0.08333333333333333,0.16666666666666666
-111010-100,O,5,0.25,0.5833333333333334,0.16666666666666666
-1110100-10,O,5,0.5,0.3333333333333333,0.16666666666666666
-11101000-1,O,5,0.75,0.25,0.0
-1111-10000,O,5,0.16666666666666666,0.5,0.3333333333333333
-11110-1000,O,5,0.3333333333333333,0.16666666666666666,0.5
-111100-100,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-1111000-10,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
-11110000-1,O,5,0.3333333333333333,0.6666666666666666,0.0
0-1-1000111,O,5,1.0,0.0,0.0
0-1-1001011,O,5,0.4166666666666667,0.5833333333333334,0.0
0-1-1001101,O,5,0.4166666666666667,0.5833333333333334,0.0
0-1-1001110,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
0-1-1010011,O,5,0.5833333333333334,0.4166666666666667,0.0
0-1-1010101,O,5,0.5833333333333334,0.4166666666666667,0.0
0-1-1010110,O,5,0.25,0.5833333333333334,0.16666666666666666
0-1-1011001,O,5,0.5833333333333334,0.4166666666666667,0.0
0-1-1011010,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
0-1-1011100,O,5,0.4166666666666667,0.4166666666666667,0.16666666666666666
0-1-1100011,O,5,0.4166666666666667,0.5833333333333334,0.0
0-1-1100101,O,5,0.5,0.5,0.0
0-1-1100110,O,5,0.5,0.5,0.0
0-1-1101001,O,5,0.25,0.75,0.0
0-1-1101010,O,5,0.41666666666666663,0.5833333333333333,0.0
0-1-1101100,O,5,0.5,0.5,0.0
0-1-1110001,O,5,0.5833333333333334,0.4166666666666667,0.0
0-1-1110010,O,5,0.4166666666666667,0.5833333333333333,0.0
0-1-1110100,O,5,0.5,0.5,0.0
0-1-1111000,O,5,1.0,0.0,0.0
0-10-100111,O,5,1.0,0.0,0.0
0-10-101011,O,5,0.8333333333333334,0.16666666666666666,0.0
0-10-101101,O,5,0.8333333333333334,0.16666666666666666,0.0
0-10-101110,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-10-110011,O,5,0.75,0.25,0.0
0-10-110101,O,5,0.9166666666666667,0.08333333333333333,0.0
0-10-110110,O,5,0.75,0.08333333333333333,0.16666666666666666
0-10-111001,O,5,0.75,0.24999999999999997,0.0
0-10-111010,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
0-10-111100,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
0-100-10111,O,5,1.0,0.0,0.0
0-100-11011,O,5,0.75,0.25,0.0
0-100-11101,O,5,0.5,0.5,0.0
0-100-11110,O,5,0.5833333333333334,0.25,0.16666666666666666
0-1000-1111,O,5,1.0,0.0,0.0
0-10001-111,O,5,0.5833333333333333,0.41666666666666663,0.0
0-100011-11,O,5,0.41666666666666663,0.5833333333333333,0.0
0-1000111-1,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
0-1001-1011,O,5,0.75,0.08333333333333333,0.16666666666666666
0-1001-1101,O,5,0.9166666666666667,0.08333333333333333,0.0
0-1001-1110,O,5,0.75,0.25,0.0
0-10010-111,O,5,0.5,0.3333333333333333,0.16666666666666666
0-100101-11,O,5,0.8333333333333333,0.16666666666666666,0.0
0-1001011-1,O,5,0.5,0.3333333333333333,0.16666666666666666
0-10011-101,O,5,0.8333333333333334,0.16666666666666666,0.0
0-10011-110,O,5,0.5833333333333334,0.25,0.16666666666666666
0-100110-11,O,5,0.9166666666666667,0.08333333333333333,0.0
0-1001101-1,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-100111-10,O,5,0.9166666666666667,0.08333333333333333,0.0
0-1001110-1,O,5,0.75,0.08333333333333333,0.16666666666666666
0-101-10011,O,5,0.5833333333333334,0.25,0.16666666666666666
0-101-10101,O,5,0.5,0.5,0.0
0-101-10110,O,5,0.75,0.25,0.0
0-101-11001,O,5,0.25,0.75,0.0
0-101-11010,O,5,0.3333333333333333,0.49999999999999994,0.16666666666666666
0-101-11100,O,5,0.25,0.75,0.0
0-1010-1011,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-1010-1101,O,5,0.8333333333333334,0.16666666666666666,0.0
0-1010-1110,O,5,0.8333333333333334,0.16666666666666666,0.0
0-10100-111,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
0-101001-11,O,5,0.41666666666666663,0.5833333333333333,0.0
0-1010011-1,O,5,0.5833333333333334,0.41666666666666663,0.0
0-10101-101,O,5,0.6666666666666667,0.3333333333333333,0.0
0-10101-110,O,5,0.5833333333333334,0.25,0.16666666666666666
0-101010-11,O,5,0.5,0.5,0.0
0-1010101-1,O,5,0.5833333333333334,0.25,0.16666666666666666
0-101011-10,O,5,0.5,0.5,0.0
0-1010110-1,O,5,0.6666666666666667,0.3333333333333333,0.0
0-1011-1001,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
0-1011-1010,O,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
0-1011-1100,O,5,0.75,0.24999999999999997,0.0
0-10110-101,O,5,0.75,0.08333333333333333,0.16666666666666666
0-10110-110,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-101100-11,O,5,0.9166666666666667,0.08333333333333333,0.0
0-1011001-1,O,5,0.5833333333333334,0.25,0.16666666666666666
0-101101-10,O,5,0.9166666666666667,0.08333333333333333,0.0
0-1011010-1,O,5,0.8333333333333334,0.16666666666666666,0.0
0-10111-100,O,5,1.0,0.0,0.0
0-101110-10,O,5,1.0,0.0,0.0
0-1011100-1,O,5,1.0,0.0,0.0
0-11-100011,O,5,0.8333333333333334,0.16666666666666666,0.0
0-11-100101,O,5,0.8333333333333334,0.16666666666666666,0.0
0-11-100110,O,5,0.75,0.08333333333333333,0.16666666666666666
0-11-101001,O,5,1.0,0.0,0.0
0-11-101010,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-11-101100,O,5,0.75,0.08333333333333333,0.16666666666666666
0-11-110001,O,5,0.9166666666666667,0.08333333333333333,0.0
0-11-110010,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
0-11-110100,O,5,1.0,0.0,0.0
0-11-111000,O,5,0.75,0.08333333333333333,0.16666666666666666
0-110-10011,O,5,0.75,0.08333333333333333,0.16666666666666666
0-110-10101,O,5,0.5,0.5,0.0
0-110-10110,O,5,0.5833333333333334,0.25,0.16666666666666666
0-110-11001,O,5,1.0,0.0,0.0
0-110-11010,O,5,0.5,0.16666666666666666,0.3333333333333333
0-110-11100,O,5,0.25,0.5833333333333333,0.16666666666666666
0-1100-1011,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-1100-1101,O,5,0.75,0.25,0.0
0-1100-1110,O,5,0.9166666666666667,0.08333333333333333,0.0
0-11000-111,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-110001-11,O,5,0.5833333333333334,0.41666666666666663,0.0
0-1100011-1,O,5,0.6666666666666666,0.16666666666666666,0.16666666666666666
0-11001-101,O,5,1.0,0.0,0.0
0-11001-110,O,5,0.5833333333333334,0.08333333333333333,0.3333333333333333
0-110010-11,O,5,1.0,0.0,0.0
0-1100101-1,O,5,0.3333333333333333,0.16666666666666666,0.5
0-110011-10,O,5,0.5833333333333334,0.41666666666666663,0.0
0-1100110-1,O,5,0.5,0.3333333333333333,0.16666666666666666
0-1101-1001,O,5,0.8333333333333333,0.0,0.16666666666666666
0-1101-1010,O,5,0.6666666666666666,0.0,0.3333333333333333
0-1101-1100,O,5,1.0,0.0,0.0
0-11010-101,O,5,0.75,0.08333333333333333,0.16666666666666666
0-11010-110,O,5,0.3333333333333333,0.16666666666666666,0.5
0-110100-11,O,5,1.0,0.0,0.0
0-1101001-1,O,5,0.6666666666666666,0.0,0.3333333333333333
0-110101-10,O,5,1.0,0.0,0.0
0-1101010-1,O,5,1.0,0.0,0.0
0-11011-100,O,5,0.6666666666666667,0.16666666666666666,0.16666666666666666
0-110110-10,O,5,0.9166666666666667,0.08333333333333333,0.0
